prompt_id,example_id,render_status,eval_score,eval_source,code_len,wallclock_s,started_at,finished_at
07e7526a-2843-49e4-81cf-9dbaca966a93,10361fa1-141e-4f9a-8f9a-95c36e7f2434,success,9.2,composite,156,61,2026-06-17T20:23:27Z,2026-06-17T20:24:28Z
084375fa-217c-4016-929f-dd0e2040a57a,1f55e44f-88a6-43e2-b693-cb5da035e511,success,9.8,agent_submitted,270,61,2026-06-17T20:24:29Z,2026-06-17T20:25:30Z
09b73b07-97ba-4cf1-98b9-fa9e2cc07769,d49f81fe-b59d-4368-91b2-d4bd1f7335e1,success,3.0,code_only,5310,545,2026-06-17T20:25:30Z,2026-06-17T20:34:35Z
09c2b5de-a5fc-4e89-adb6-7a96f3eaefc3,42aa7a3c-672e-4117-b7f4-361ca883b6cf,pending,,,0,3629,2026-06-17T20:34:35Z,2026-06-17T21:35:04Z
09df32d8-b3a1-4d92-be8a-fa5df10d3fbd,620e93c6-1ad5-4b66-8c4f-8f682c9266cc,success,10.0,composite,238,31,2026-06-17T21:37:30Z,2026-06-17T21:38:01Z
0b1a1ba1-bf0a-4c3f-874a-cf6d0bf5905f,855cf469-55b2-4c20-a260-2f86aac743aa,success,8.8,agent_submitted,369,61,2026-06-17T21:38:01Z,2026-06-17T21:39:02Z
10024302-14c4-4bf4-be67-77b654123359,0d0efdd2-3b76-4db3-9968-38573d2cd2bd,success,3.0,code_only,9761,1029,2026-06-17T21:39:02Z,2026-06-17T21:56:11Z
19d8a259-9bb5-4c42-aa64-e29e81d9d23c,82b96a5e-8b6d-4905-810d-2bfe5478037d,error,2.0,code_only,3957,394,2026-06-17T21:56:12Z,2026-06-17T22:02:46Z
1a1b5f13-a2bc-4911-9ef3-96834c0981a8,c4713899-cdae-4390-8530-2132b710f998,error,1.0,code_only,5217,817,2026-06-17T22:02:46Z,2026-06-17T22:16:23Z
2341d5b6-8a8a-46db-861b-f32b4f9cea92,ae52f110-1c22-4b01-956b-8baecdb95f9e,success,3.0,code_only,3512,393,2026-06-17T22:16:23Z,2026-06-17T22:22:56Z
24f10279-fe4c-4ea5-97e8-3cec6d938b41,4d855bd1-9c11-4057-8e58-0424c7010261,success,4.4,composite,4804,484,2026-06-17T22:23:27Z,2026-06-17T22:31:31Z
2d902495-8778-40be-aad6-14295e4a53f8,e2cfff2f-1bed-457a-9422-d02ca6cc570f,success,6.2,agent_submitted,631,91,2026-06-17T22:31:32Z,2026-06-17T22:33:03Z
32b6c670-8dfa-43ed-8fd4-e7634d021fd1,806ca5f6-a48e-4d31-b120-54c636c2fc8d,success,3.0,code_only,7281,968,2026-06-17T22:33:03Z,2026-06-17T22:49:11Z
5dd717c0-dc4d-494c-98d2-b4c3b59c2222,e1e4fbe5-6c50-4d99-895c-96d35accbd08,success,6.8,composite,4436,939,2026-06-17T22:49:12Z,2026-06-17T23:04:51Z
5eeab060-20ad-4551-a151-f8402285b959,dc6ff030-fc48-43cf-800a-960f45a49f11,success,6.0,agent_submitted,4295,545,2026-06-17T23:04:51Z,2026-06-17T23:13:56Z
645de13c-1e6a-4727-8a8f-bb6a231fd677,d246ed87-4071-4725-826c-06bd42e49891,success,7.8,composite,3045,273,2026-06-17T23:13:56Z,2026-06-17T23:18:29Z
