prompt_id,example_id,render_status,eval_score,eval_source,code_len,wallclock_s,started_at,finished_at
0636174a-50cd-49fd-8217-7974b1a096fc,8d81a4b9-e276-4e86-8c9f-b19c8f1e9ec3,success,8.2,agent_submitted,1982,636,2026-06-13T10:18:03Z,2026-06-13T10:28:39Z
06af61b6-340b-4832-87e4-7c4ac989c3c7,86f5c0da-aadc-4c30-bc09-afd4a67c0ecf,error,1.0,code_only,3413,847,2026-06-13T10:28:39Z,2026-06-13T10:42:46Z
078e4d11-bdec-4e92-944f-7bcbb53f41b9,c958945a-7dc6-4076-8642-087174e114db,error,1.0,assertion_fail,7248,967,2026-06-13T10:42:46Z,2026-06-13T10:58:53Z
07e7526a-2843-49e4-81cf-9dbaca966a93,681487ec-aec7-4076-8c63-050897be1236,success,9.2,agent_submitted,129,212,2026-06-13T10:58:53Z,2026-06-13T11:02:25Z
084375fa-217c-4016-929f-dd0e2040a57a,adcfd2da-5de3-4e3b-810b-ed3a8d178abf,success,9.6,agent_submitted,249,152,2026-06-13T11:02:25Z,2026-06-13T11:04:57Z
09b73b07-97ba-4cf1-98b9-fa9e2cc07769,3b7c38c7-a22b-4a47-88ef-b0e5a4e2fac4,success,7.0,agent_submitted,6813,605,2026-06-13T11:04:57Z,2026-06-13T11:15:02Z
09c2b5de-a5fc-4e89-adb6-7a96f3eaefc3,91288207-c4b1-446d-9fb1-5720fa0bcba5,success,3.8,composite,6021,968,2026-06-13T11:15:02Z,2026-06-13T11:31:10Z
09df32d8-b3a1-4d92-be8a-fa5df10d3fbd,97a884fe-dd5f-42f4-9a16-3b2ba529f7bd,success,10.0,agent_submitted,235,182,2026-06-13T11:31:10Z,2026-06-13T11:34:12Z
0b1a1ba1-bf0a-4c3f-874a-cf6d0bf5905f,02e972d7-60c8-4f15-9fb0-813261d17342,success,9.0,agent_submitted,503,212,2026-06-13T11:34:12Z,2026-06-13T11:37:44Z
10024302-14c4-4bf4-be67-77b654123359,89bac69e-881f-4d17-9cdb-a523e02a286b,pending,,,0,4188,2026-06-13T11:37:44Z,2026-06-13T12:47:32Z
19d8a259-9bb5-4c42-aa64-e29e81d9d23c,9ec5ba15-706b-4918-a8b7-37e4e5c76827,success,2.0,code_only,5630,1904,2026-06-13T12:47:33Z,2026-06-13T13:19:17Z
1a1b5f13-a2bc-4911-9ef3-96834c0981a8,3f82f6d7-ea83-44e1-a832-f9dbaae1bcbd,pending,,,0,3802,2026-06-13T13:19:17Z,2026-06-13T14:22:39Z
2341d5b6-8a8a-46db-861b-f32b4f9cea92,901802a3-fcb5-4f10-8c68-256fde272909,success,6.5,agent_submitted,4020,3465,2026-06-13T14:22:39Z,2026-06-13T15:20:24Z
24f10279-fe4c-4ea5-97e8-3cec6d938b41,beb911a0-72cc-430c-a217-1461ef5b3cc9,success,3.0,code_only,4967,968,2026-06-13T15:20:24Z,2026-06-13T15:36:32Z
2d902495-8778-40be-aad6-14295e4a53f8,09d0342e-2831-44ed-969c-68de1e9ed3d3,success,2.0,code_only,1968,1367,2026-06-13T15:36:32Z,2026-06-13T15:59:19Z
32b6c670-8dfa-43ed-8fd4-e7634d021fd1,78c58800-fda1-43b7-95ce-cc2c6dc18e9c,success,7.0,agent_submitted,5826,666,2026-06-13T15:59:19Z,2026-06-13T16:10:25Z
5dd717c0-dc4d-494c-98d2-b4c3b59c2222,59b2a454-0db9-46ad-9f01-516dad267960,success,7.8,composite,4528,906,2026-06-13T16:10:25Z,2026-06-13T16:25:31Z
5eeab060-20ad-4551-a151-f8402285b959,eb998b8d-7dee-4509-95b8-860018684b30,success,8.5,agent_submitted,4637,423,2026-06-13T16:25:32Z,2026-06-13T16:32:35Z
645de13c-1e6a-4727-8a8f-bb6a231fd677,3e8967a2-aa7c-4abc-a6c4-ac83ea009b4d,success,3.0,code_only,1328,576,2026-06-13T16:32:35Z,2026-06-13T16:42:11Z
